time,value
1.74865,0.90095556
1.7487,0.90828013
1.74875,0.91583323
1.7488,0.90957087
1.74885,0.89662623
1.7489,0.89463758
1.74895,0.90244395
1.749,0.90997851
1.74905,0.91285032
1.7491,0.89983153
1.74915,0.89038241
1.7492,0.88932633
1.74925,0.89652127
1.7493,0.9003318
1.74935,0.88809115
1.7494,0.88105065
1.74945,0.89334065
1.7495,0.88843083
1.74955,0.88279843
1.7496,0.8909815
1.74965,0.89041948
1.7497,0.88306397
1.74975,0.87840736
1.7498,0.88120502
1.74985,0.8905862
1.7499,0.88338512
1.74995,0.88208205
1.75,0.89297009
1.75005,0.88622606
1.7501,0.88069862
1.75015,0.88750446
1.7502,0.89268601
1.75025,0.87961167
1.7503,0.87326902
1.75035,0.88022923
1.7504,0.88776386
1.75045,0.88907313
1.7505,0.89090121
1.75055,0.89632982
1.7506,0.89106792
1.75065,0.89593452
1.7507,0.916457
1.75075,0.91610497
1.7508,0.90525395
1.75085,0.89114821
1.7509,0.88667685
1.75095,0.87567765
1.751,0.87638783
1.75105,0.8939212
1.7511,0.911084
1.75115,0.90359265
1.7512,0.905711
1.75125,0.90139401
1.7513,0.89179671
1.75135,0.87784535
1.7514,0.87921643
1.75145,0.88675714
1.7515,0.89798492
1.75155,0.91711164
1.7516,0.91511685
1.75165,0.88628781
1.7517,0.88274902
1.75175,0.89547753
1.7518,0.88997477
1.75185,0.86092341
1.7519,0.87758595
1.75195,0.89054918
1.752,0.89013535
1.75205,0.88961661
1.7521,0.8949402
1.75215,0.87696218
1.7522,0.87028605
1.75225,0.85930532
1.7523,0.85341972
1.75235,0.86352348
1.7524,0.90188193
1.75245,0.92137301
1.7525,0.91371495
1.75255,0.89497107
1.7526,0.88626307
1.75265,0.89415586
1.7527,0.88408303
1.75275,0.86588883
1.7528,0.87544912
1.75285,0.89754027
1.7529,0.90790957
1.75295,0.90787256
1.753,0.88010573
1.75305,0.87065047
1.7531,0.90973765
1.75315,0.92552942
1.7532,0.90551955
1.75325,0.86977965
1.7533,0.86569118
1.75335,0.87562203
1.7534,0.87076163
1.75345,0.88114947
1.7535,0.90627915
1.75355,0.89497727
1.7536,0.91017616
1.75365,0.93373716
1.7537,0.91994637
1.75375,0.87641257
1.7538,0.85266626
1.75385,0.84721297
1.7539,0.85298121
1.75395,0.8601082
1.754,0.90138167
1.75405,0.91535151
1.7541,0.90945971
1.75415,0.90892863
1.7542,0.90904593
1.75425,0.88547873
1.7543,0.89101237
1.75435,0.90407437
1.7544,0.89159906
1.75445,0.87807387
1.7545,0.88889402
1.75455,0.92058867
1.7546,0.91407311
1.75465,0.87973517
1.7547,0.89009833
1.75475,0.90739083
1.7548,0.89004892
1.75485,0.88739944
1.7549,0.89458203
1.75495,0.89548367
1.755,0.8967374
1.75505,0.88088387
1.7551,0.87678927
1.75515,0.87610996
1.7552,0.8791917
1.75525,0.88847405
1.7553,0.90330857
1.75535,0.89918923
1.7554,0.87250322
1.75545,0.87377542
1.7555,0.89581722
1.75555,0.88736856
1.7556,0.87516505
1.75565,0.88437945
1.7557,0.89489079
1.75575,0.89027125
1.7558,0.90287626
1.75585,0.90699553
1.7559,0.88401508
1.75595,0.87990195
1.756,0.89025891
1.75605,0.88630635
1.7561,0.8821376
1.75615,0.91104078
1.7562,0.92110747
1.75625,0.90215981
1.7563,0.90097404
1.75635,0.90190047
1.7564,0.8781727
1.75645,0.88261312
1.7565,0.89196962
1.75655,0.88743031
1.7566,0.88334805
1.75665,0.898269
1.7567,0.91165215
1.75675,0.89702767
1.7568,0.87252176
1.75685,0.8731702
1.7569,0.88160646
1.75695,0.88502789
